name,contactPerson,address,telephone,mobile,email,city,infoSrc
言又几装饰设计工程（上海）有限公司,N/A,上海 上海市嘉定区南翔镇美裕路600号3幢J1109室,(021),13661600808,NA,Shanghai,Shunqi
上海呈风建筑装饰设计有限公司,N/A,上海 上海市嘉定区安亭镇曹安公路4811号1层J119室,(021),13817221707,NA,Shanghai,Shunqi
上海易统金建筑设计有限公司,N/A,上海 上海市嘉定区南翔镇美裕路600号3幢J1104室,(021),18221823096,NA,Shanghai,Shunqi
上海召洹建筑装饰设计有限公司,N/A,上海 上海市嘉定区新成路500号J782室,(021),13636442036,NA,Shanghai,Shunqi
楫家室内建筑设计（上海）有限公司,N/A,上海 上海市嘉定区江桥镇华江公路129弄7号J977室,(021),15601890002,NA,Shanghai,Shunqi
上海牛装装潢设计有限公司,N/A,上海 上海市嘉定区安亭镇墨玉南路888号2201 J455室,(021),15802144395,NA,Shanghai,Shunqi
上海兢美装饰设计工程有限公司,N/A,上海 上海市嘉定区江桥镇华江公路129弄7号J1026室,(021),15201855635,NA,Shanghai,Shunqi
上海钻享创意设计有限公司,N/A,上海 上海市嘉定区新成路500号J834室,(021),13917292258,NA,Shanghai,Shunqi
上海新纯图文制作有限公司,N/A,上海 上海市嘉定区安亭镇杭桂路1112号8层J423室,(021),15000108062,NA,Shanghai,Shunqi
上海世亚广告传媒有限公司,N/A,上海 上海市嘉定工业区叶城路925号B区4幢J1700室,021 - 33520297,13482520929,NA,Shanghai,Shunqi
上海宏锦建筑装潢材料有限公司,N/A,上海 上海市嘉定区江桥镇江桥路58弄28号,021-59143666,未提供,NA,Shanghai,Shunqi
上海司同建筑设计有限公司,N/A,上海 嘉定区华亭镇浏翔公路6899号1号楼20室,未提供,18621777064,NA,Shanghai,Shunqi
上海金致装饰装潢有限公司,N/A,上海 嘉定区华亭镇浏翔公路6855号7号楼1049室,021-39870157,未提供,NA,Shanghai,Shunqi
上海晨趣装潢设计有限公司,N/A,上海 上海市嘉定区华亭镇浏翔公路6899号2号楼342室,未提供,13671646158,NA,Shanghai,Shunqi
上海越达图文设计制作有限公司,N/A,上海 上海市嘉定区华亭镇浏翔公路6899号1幢J251室,021-62306955,未提供,NA,Shanghai,Shunqi
上海步强装潢有限公司,N/A,上海 嘉定区江桥镇华江路129弄8号楼1层1124室,021-—59117708,未提供,NA,Shanghai,Shunqi
上海柏恩建筑设计有限公司,N/A,上海 嘉定区安亭镇墨玉路185号1867,未提供,13761132201,NA,Shanghai,Shunqi
上海建羽装饰设计工程有限公司,N/A,上海 上海市嘉定区菊园新区树屏路588弄38号2052室,未提供,18964864928,NA,Shanghai,Shunqi
上海冬泉建筑装潢有限公司,N/A,上海 上海市嘉定区南翔镇蕰北公路1755弄22号3层A3130室,未提供,13917080391,NA,Shanghai,Shunqi
上海古实建筑装潢工程有限公司,N/A,上海 嘉定区南翔镇惠裕路555号1幢2173室,021-59128430,未提供,NA,Shanghai,Shunqi
上海鼎淮装饰设计有限公司,N/A,上海 上海市嘉定区菊园新区平城路811号12024室,未提供,15821123253,NA,Shanghai,Shunqi
上海睿灿装饰设计有限公司,N/A,上海 上海市嘉定区菊园新区环城路2222号1幢J445室,未提供,13701677485,NA,Shanghai,Shunqi
上海觉尚装饰设计有限公司,N/A,上海 上海市嘉定区南翔镇蕰北公路1755弄5号4层4065室,未提供,13777454539,NA,Shanghai,Shunqi
上海玉飞建筑装潢设计有限公司,N/A,上海 上海市嘉定区江桥镇博园路898号2幢2层2050室,未提供,13918312952,NA,Shanghai,Shunqi
上海曦灏建筑装饰设计工程有限公司,N/A,上海 上海市嘉定工业区叶城路1630号7幢1178室,未提供,17321040656,NA,Shanghai,Shunqi
上海超赞建筑装潢有限公司,N/A,上海 上海市嘉定区南翔镇银翔路515号2046室,未提供,13916679936,NA,Shanghai,Shunqi
上海尔采艺术设计工程有限公司,N/A,上海 上海市嘉定区南翔镇蕰北公路1755弄5号4层4190室,021-69126058,未提供,NA,Shanghai,Shunqi
上海田陌建筑设计有限公司,N/A,上海 嘉定区菊园新区六里中心路8号－17,未提供,13816379082,NA,Shanghai,Shunqi
上海启悦装饰设计工程有限公司,N/A,上海 嘉定区新成路街道和政路865号二层118室,未提供,13917155898,NA,Shanghai,Shunqi
上海五铭建筑装饰设计有限公司,N/A,上海 嘉定区南翔镇嘉程路1085号7幢208室,0515-89915555,未提供,NA,Shanghai,Shunqi
上海冉盛建筑装潢工程有限公司,N/A,上海 上海市嘉定工业区叶城路912号J228室,未提供,13917570278,NA,Shanghai,Shunqi
上海夏伟建筑装饰设计工程有限公司,N/A,上海 上海市嘉定区菊园新区树屏路588弄38号2059室,021-55580061,未提供,NA,Shanghai,Shunqi
上海如康家意装饰设计工程有限公司,N/A,上海 上海市嘉定区菊园新区环城路2222号6幢101-J358室,未提供,15821868958,NA,Shanghai,Shunqi
上海溪瑞建筑设计有限公司,N/A,上海 上海市嘉定工业区叶城路912号J1525室,021-69160031,未提供,NA,Shanghai,Shunqi
上海霖瑞建筑装潢设计有限公司,N/A,上海 嘉定区南翔镇蕰北公路1755弄3号A3200室,未提供,13761606166,NA,Shanghai,Shunqi
上海赛前建筑装潢有限公司,N/A,上海 上海市嘉定区南翔镇美裕路600号3幢J854室,未提供,13916506943,NA,Shanghai,Shunqi
上海道松装饰设计工程有限公司,N/A,上海 嘉定区安亭镇园区路1168号4幢3119室,未提供,13918223367,NA,Shanghai,Shunqi
上海石筑装饰设计工程有限公司,N/A,上海 上海市嘉定区南翔镇德力西路88号2幢A区160室,未提供,13816069646,NA,Shanghai,Shunqi
上海雅奥装饰设计工程有限公司,N/A,上海 上海市嘉定区安亭镇方黄公路7735号G466室,021-58559077,未提供,NA,Shanghai,Shunqi
上海巨高建筑装潢有限公司,N/A,上海 上海市嘉定区菊园新区平城路811号7058室,未提供,13816862045,NA,Shanghai,Shunqi
上海尚唐建筑装饰设计工程有限公司,N/A,上海 嘉定区南翔镇嘉程路1085号7幢447室,未提供,13851179012,NA,Shanghai,Shunqi
上海千飞装饰装潢有限公司,N/A,上海 上海市嘉定区南翔镇惠申路420号3幢1146室,未提供,18801811891,NA,Shanghai,Shunqi
上海野川建筑设计有限公司,N/A,上海 上海市嘉定区安亭镇曹安公路5128号1幢1层1182室,未提供,13122005776,NA,Shanghai,Shunqi
上海派家装潢工程有限公司,N/A,上海 上海市嘉定区安亭镇园区路1218号2幢1310室,未提供,18626170860,NA,Shanghai,Shunqi
上海佳展建筑装潢有限公司,N/A,上海 上海市嘉定区南翔镇蕰北公路1755弄5号4层4111室,021-69890638,未提供,NA,Shanghai,Shunqi
上海觅居空间设计有限公司,N/A,上海 上海市嘉定工业区叶城路1630号5幢3038室,未提供,15221075771,NA,Shanghai,Shunqi
上海志喆装饰设计有限公司,N/A,上海 上海市嘉定区南翔镇银翔路515号2342室,未提供,13120581729,NA,Shanghai,Shunqi
上海练达建筑装饰设计工程事务所,N/A,上海 上海市嘉定工业区黎明村560号7幢124室,未提供,13524934125,NA,Shanghai,Shunqi
上海路撒装饰设计有限公司,N/A,上海 嘉定区南翔镇嘉美路1988号5幢1210室,021-33585357,未提供,NA,Shanghai,Shunqi
上海皖韵装饰设计有限公司,N/A,上海 嘉定区南翔镇静唐路99号3幢A0757室,未提供,13661999879,NA,Shanghai,Shunqi
上海韵涛装饰设计工程有限公司,N/A,上海 上海市嘉定区安亭镇新源路58号701室J68,未提供,18917577608,NA,Shanghai,Shunqi
上海廉居室内外装饰设计有限公司,N/A,上海 上海市嘉定区菊园新区平城路811号7074室,未提供,13818856757,NA,Shanghai,Shunqi
上海馨菊建筑装潢有限公司,N/A,上海 嘉定区江桥镇华江路129弄6号楼1085室,021-59530367,未提供,NA,Shanghai,Shunqi
上海耀邦图文设计制作有限公司,N/A,上海 嘉定区马陆镇宝安公路2968号5幢1115室,021-60297256,未提供,NA,Shanghai,Shunqi
上海誉豪装潢设计有限公司,N/A,上海 上海市嘉定区外冈镇北街25号8幢1130室,未提供,13501741540,NA,Shanghai,Shunqi
上海谦誉装饰装潢有限公司,N/A,上海 上海市嘉定工业区汇源路55号8幢3层J308室,未提供,13472868559,NA,Shanghai,Shunqi
上海敬誉装潢工程有限公司,N/A,上海 上海市嘉定区南翔镇德力西路88号1幢A区219室,021-59163212,未提供,NA,Shanghai,Shunqi
上海游庆装饰设计有限公司,N/A,上海 上海市嘉定区菊园新区平城路811号5117室,021-34222027,未提供,NA,Shanghai,Shunqi
上海高超装潢设计有限公司,N/A,上海 上海市嘉定区新成路街道仓场路358号712-713室,未提供,13801820632,NA,Shanghai,Shunqi
上海悦孚装潢设计股份有限公司,N/A,上海 上海市嘉定区江桥镇宝园五路458号1幢2层2101室,021-39512077,未提供,NA,Shanghai,Shunqi
上海逸叶装饰设计有限公司,N/A,上海 上海市嘉定区南翔镇德力西路88号2幢A区2518室,未提供,13501945438,NA,Shanghai,Shunqi
上海义蓝装饰设计工程有限公司,N/A,上海 上海市嘉定工业区叶城路925号B区4幢J1656室,未提供,18548178964,NA,Shanghai,Shunqi
上海衍利建筑装潢有限公司,N/A,上海 上海市嘉定区南翔镇美裕路600号3幢J576室,未提供,13817081686,NA,Shanghai,Shunqi
上海恒墅装饰设计工程有限公司,N/A,上海 上海市嘉定区南翔镇德力西路88号1幢A区760室,未提供,13701687246,NA,Shanghai,Shunqi
伟丰（上海）建筑设计工程有限公司,N/A,上海 上海市嘉定区江桥镇华江路129弄6号楼2118室,未提供,13061695499,NA,Shanghai,Shunqi
上海文来装潢有限公司,N/A,上海 上海市嘉定区嘉定镇博乐路70号36幢2099室,未提供,13601628459,NA,Shanghai,Shunqi
上海技强建筑装潢有限公司,N/A,上海 上海市嘉定区南翔镇真南路4929号14楼A102室,021-69126631,未提供,NA,Shanghai,Shunqi
上海无幻建筑设计有限公司,N/A,上海 嘉定区南翔镇嘉好路1690号8幢520室,未提供,18019325356,NA,Shanghai,Shunqi
上海边泽建筑装饰设计工程有限公司,N/A,上海 上海市嘉定区菊园新区树屏路588弄41号4010室,未提供,13023175703,NA,Shanghai,Shunqi
上海懿靓装饰设计工程有限公司,N/A,上海 上海市嘉定区南翔镇惠申路420号3幢1162室,未提供,13331856999,NA,Shanghai,Shunqi
上海眉惠装潢有限公司,N/A,上海 嘉定区南翔镇蕰北公路1755弄25号229室,未提供,13371953141,NA,Shanghai,Shunqi
上海古族装饰设计工程有限公司,N/A,上海 嘉定区马陆镇沪宜公路2581号,021-59107430,未提供,NA,Shanghai,Shunqi
上海增辉装饰设计有限公司,N/A,上海 上海市嘉定区安亭镇杭桂路1112号8层J142室,未提供,13661555193,NA,Shanghai,Shunqi
上海广威建筑装潢设计工程有限公司,N/A,上海 嘉定区南翔镇蕰北公路1755弄20号3186室,未提供,13381982289,NA,Shanghai,Shunqi
上海靓景建筑设计咨询有限公司,N/A,上海 上海市嘉定区南翔镇惠申路420号3幢1257室,未提供,15000001470,NA,Shanghai,Shunqi
上海侯智建筑装饰设计有限公司,N/A,上海 上海市嘉定区新成路500号J344室,未提供,15221622082,NA,Shanghai,Shunqi
上海无毋建筑设计有限公司,N/A,上海 上海市嘉定区菊园新区永靖路1188号1幢1024室,未提供,13636564172,NA,Shanghai,Shunqi
上海进捷建筑装潢有限公司,N/A,上海 上海市嘉定区南翔镇德力西路88号2幢A区1723室,未提供,15021970915,NA,Shanghai,Shunqi
上海国豪建筑装潢有限公司,N/A,上海 上海市嘉定区南翔镇德力西路88号2幢A区1186室,021-34010180,未提供,NA,Shanghai,Shunqi
上海全丽装饰设计有限公司,N/A,上海 上海市嘉定区华亭镇浏翔公路6899号6号楼276室,未提供,13761180238,NA,Shanghai,Shunqi
上海亿梅建筑装潢设计有限公司,N/A,上海 上海市嘉定区菊园新区平城路811号5078室,未提供,13002122808,NA,Shanghai,Shunqi
创对杰空间设计（上海）有限公司,N/A,上海 嘉定区嘉定镇博乐路70号10幢2047室,未提供,13661776447,NA,Shanghai,Shunqi
上海佳屋装饰设计有限公司,N/A,上海 上海市嘉定区安亭镇墨玉路185号1层J208室,未提供,18016532909,NA,Shanghai,Shunqi
上海新纯装潢材料经营部,N/A,上海 嘉定区外冈镇农贸市场东侧9号,021-69913862,未提供,NA,Shanghai,Shunqi
可阳福室内装潢设计（上海）有限公司,N/A,上海 上海市嘉定区菊园新区平城路811号5019室,021-62166305,未提供,NA,Shanghai,Shunqi
上海厦腾建筑装潢有限公司,N/A,上海 上海市嘉定区南翔镇美裕路600号3幢J812室,未提供,13611669554,NA,Shanghai,Shunqi
上海靓典个人形象设计有限公司,N/A,上海 上海市嘉定区南翔镇真南路4929号14楼A110室,未提供,13248244571,NA,Shanghai,Shunqi
尚邑（上海）装饰设计工程有限公司,N/A,上海 上海市嘉定区菊园新区树屏路588弄19号4020室,未提供,13761606034,NA,Shanghai,Shunqi
上海易橙装饰设计有限公司,N/A,上海 上海市嘉定区嘉定镇博乐路70号36幢2070室,未提供,13817076282,NA,Shanghai,Shunqi
上海融意建筑装饰设计有限公司,N/A,上海 上海市嘉定工业区叶城路912号J767室,未提供,18917360877,NA,Shanghai,Shunqi
上海御熠广告设计制作有限公司,N/A,上海 上海市嘉定区菊园新区永靖路1188号2幢1011室,未提供,15921417621,NA,Shanghai,Shunqi
上海蔓克霖创意设计有限公司,N/A,上海 嘉定区安亭镇墨玉路185号2959,未提供,13801743563,NA,Shanghai,Shunqi
上海琛吉装饰设计有限公司,N/A,上海 上海市嘉定区南翔镇银翔路515号3025室,未提供,15021071271,NA,Shanghai,Shunqi
上海亦隅建筑设计工程有限公司,N/A,上海 上海市嘉定区南翔镇美裕路600号3幢J693室,未提供,13585580809,NA,Shanghai,Shunqi
上海意十流装饰设计工程有限公司,N/A,上海 上海市嘉定区菊园新区树屏路588弄52号6023室,未提供,13764438146,NA,Shanghai,Shunqi
上海杰畅装饰设计有限公司,N/A,上海 上海市嘉定区南翔镇真南路4929号14楼A148室,021-56860379,未提供,NA,Shanghai,Shunqi
上海墨城建筑设计有限公司,N/A,上海 上海市嘉定区南翔镇惠申路420号3幢1340室,021-55058727,未提供,NA,Shanghai,Shunqi
上海贸胜家庭装潢有限公司,N/A,上海 上海市嘉定区安亭镇方黄公路7735号H360室,未提供,13641919814,NA,Shanghai,Shunqi
上海优澜建筑装饰设计有限公司,N/A,上海 上海市嘉定区江桥镇宝园五路458号1幢2层2241室,未提供,13122843310,NA,Shanghai,Shunqi
上海物昂建筑装潢设计有限公司,N/A,上海 上海市嘉定区菊园新区环城路2222号1幢J438室,021-32031279,未提供,NA,Shanghai,Shunqi
上海夏天个人形象设计所博乐路店,N/A,上海 上海市嘉定区嘉定镇博乐路247号,未提供,13661918559,NA,Shanghai,Shunqi
上海泽卓装饰设计工程有限公司,N/A,上海 上海市嘉定区华亭镇浏翔公路6899号7号楼801室,未提供,13916587255,NA,Shanghai,Shunqi
上海津圆建筑景观设计事务所,N/A,上海 嘉定区南翔镇嘉美路1988号6幢2090室,未提供,18018626811,NA,Shanghai,Shunqi
上海乐旭建筑装潢有限公司,N/A,上海 上海市嘉定区菊园新区环城路2222号6幢101-J78室,未提供,13472559122,NA,Shanghai,Shunqi
上海境奕装饰设计有限公司,N/A,上海 嘉定区马陆镇嘉戬公路688号E37,未提供,13671586181,NA,Shanghai,Shunqi
上海荣范电脑图文设计制作有限公司,N/A,上海 上海市嘉定区南翔镇德力西路88号2幢A区1169室,未提供,13611882002,NA,Shanghai,Shunqi
上海艳耀建筑装潢设计有限公司,N/A,上海 上海市嘉定区南翔镇嘉好路800号6幢3层B区3106室,未提供,15000365749,NA,Shanghai,Shunqi
上海帅驰装潢材料厂,N/A,上海 嘉定区马陆镇新翔村 - ,未提供,13301804685,NA,Shanghai,Shunqi
上海品轩室内装潢有限公司,N/A,上海 嘉定区南翔镇节约街265号,未提供,13122497818,NA,Shanghai,Shunqi
上海智裕幕墙装潢工程有限公司,N/A,上海 嘉定区南翔镇惠裕路555号1幢210室,未提供,15000025643,NA,Shanghai,Shunqi
上海景策建筑装饰设计有限公司,N/A,上海 上海市嘉定工业区叶城路1630号3幢1553室,(021)1381622867211,未提供,NA,Shanghai,Shunqi
上海信旭装饰设计有限公司,N/A,上海 上海市嘉定工业区朱戴路509号1幢二层,021-59968610,未提供,NA,Shanghai,Shunqi
上海芮和石材装饰设计有限公司,N/A,上海 上海市嘉定区江桥镇宝园五路458号1座2层2125室,021-69106146,未提供,NA,Shanghai,Shunqi
上海震科装饰设计工程有限公司,N/A,上海 嘉定区南翔镇蕰北公路1755弄25号447室,021-64390090,未提供,NA,Shanghai,Shunqi
上海沪环建筑装潢有限公司,N/A,上海 嘉定区南翔镇惠裕路555号3幢227室,未提供,18101705516,NA,Shanghai,Shunqi
上海臻世软装设计有限公司,N/A,上海 上海市嘉定区江桥镇张掖路359号2132室,未提供,13621863986,NA,Shanghai,Shunqi
上海恒姣装饰设计有限公司,N/A,上海 上海市嘉定区江桥镇华江路129弄7号楼4层4154室,未提供,13761766953,NA,Shanghai,Shunqi
上海澜麟装饰设计有限公司,N/A,上海 上海市嘉定区菊园新区平城路811号6060室,021-80392107,未提供,NA,Shanghai,Shunqi
上海卓森装饰设计有限公司,N/A,上海 上海市嘉定区菊园新区平城路811号2008室,未提供,15618335419,NA,Shanghai,Shunqi
上海盛卫装潢材料有限公司,N/A,上海 上海市嘉定区南翔镇德力西路88号2幢A区830室,未提供,13901755397,NA,Shanghai,Shunqi
上海詹正装饰设计工程有限公司,N/A,上海 上海市嘉定区南翔镇惠申路420号3幢1196室,未提供,15800471737,NA,Shanghai,Shunqi
元恩艺术装饰设计工程（上海）有限公司,N/A,上海 嘉定区南翔镇翔江公路1222号118室,未提供,18930877739,NA,Shanghai,Shunqi
上海迎华装饰设计有限公司,N/A,上海 嘉定区南翔镇纬五路66号4幢411室,未提供,13046660702,NA,Shanghai,Shunqi
上海恒聿建筑设计事务所,N/A,上海 嘉定区南翔镇嘉好路855号2幢402室,未提供,18721499920,NA,Shanghai,Shunqi
上海森津建筑装潢工程有限公司,N/A,上海 嘉定区南翔镇嘉美路1988号6幢3188室,021-55389514,未提供,NA,Shanghai,Shunqi
上海超仁装潢有限公司,N/A,上海 嘉定区江桥镇华江路129弄8号楼1层1085室,未提供,13671650331,NA,Shanghai,Shunqi
上海方隆装潢有限公司,N/A,上海 嘉定区安亭镇米泉路111号3－0693室,021-61266018,未提供,NA,Shanghai,Shunqi
上海冠宸装潢工程有限公司,N/A,上海 嘉定区江桥镇江翔路365号3幢105室,未提供,13917646257,NA,Shanghai,Shunqi
上海鹏锦装潢设计有限公司,N/A,上海 嘉定区南翔镇蕰北公路1755弄15号4250室,未提供,18930189557,NA,Shanghai,Shunqi
上海霞意装潢有限公司,N/A,上海 嘉定区南翔镇蕰北公路1755弄15号229室,021-66837636,未提供,NA,Shanghai,Shunqi
上海勤旺建筑装潢有限公司,N/A,上海 上海市嘉定区安亭镇墨玉路185号1738,未提供,13122453759,NA,Shanghai,Shunqi
上海臻享室内装饰设计有限公司,N/A,上海 上海市嘉定区菊园新区永靖路1188号2幢1197室,021-56508928.,未提供,NA,Shanghai,Shunqi
上海兴尊装饰设计有限公司,N/A,上海 上海市嘉定区江桥镇华江路129弄7号楼3层3053室,021-69003389,未提供,NA,Shanghai,Shunqi
素意（上海）建筑设计工程有限公司,N/A,上海 上海市嘉定工业区叶城路925号B区4幢J1638室,未提供,13918471827,NA,Shanghai,Shunqi
上海旗云建筑装潢设计有限公司,N/A,上海 上海市嘉定工业区叶城路925号A区V430,021-51070125,未提供,NA,Shanghai,Shunqi
上海昶琛装潢工程有限公司,N/A,上海 嘉定区华亭镇嘉唐公路2452号,021-59951063,未提供,NA,Shanghai,Shunqi
上海默渊装潢设计有限公司,N/A,上海 上海市嘉定区江桥镇华江路129弄7号1层1573室,未提供,15021200677,NA,Shanghai,Shunqi
上海晓智建筑装潢有限公司,N/A,上海 嘉定区马陆镇嘉戬支路1号1幢307室,未提供,13916652684,NA,Shanghai,Shunqi
上海苏驿建筑装饰设计有限公司,N/A,上海 嘉定区江桥镇华江路129弄6号楼1163室,未提供,15900554588,NA,Shanghai,Shunqi
上海哥迪建筑设计工程有限公司,N/A,上海 嘉定区南翔镇翔江公路1288号3幢319室,021-62802626,未提供,NA,Shanghai,Shunqi
上海雅榭装饰设计有限公司,N/A,上海 上海市嘉定工业区叶城路925号A区X816,021-54450860,未提供,NA,Shanghai,Shunqi
上海月功装饰设计工程有限公司,N/A,上海 上海市嘉定区安亭镇杭桂路1112号8层J121室,021-39595555,未提供,NA,Shanghai,Shunqi
上海棕阁建筑装潢有限公司,N/A,上海 上海市嘉定区南翔镇蕰北公路1755弄22号3层A3154室,未提供,13818581097,NA,Shanghai,Shunqi
上海金桔装潢设计工程有限公司,N/A,上海 嘉定区安亭镇新源路155弄16号1606室,未提供,15221371592,NA,Shanghai,Shunqi
上海钦顺装潢设计有限公司,N/A,上海 嘉定区马陆镇沪宜公路2581号,未提供,13371929770,NA,Shanghai,Shunqi
上海艺澳建筑装饰设计工程有限公司,N/A,上海 嘉定区南翔镇翔江公路1226号1幢314室,021-61313275,未提供,NA,Shanghai,Shunqi
上海锦耀广告设计制作有限公司,N/A,上海 嘉定区南翔镇蕰北公路1755弄3号102室,021-58455396,未提供,NA,Shanghai,Shunqi
上海木全空间设计有限公司,N/A,上海 上海市嘉定区安亭镇黄渡许家村许家路209号4幢1016室,未提供,13795435046,NA,Shanghai,Shunqi
懿呐达（上海）建筑装饰设计工程有限公司,N/A,上海 上海市嘉定区安亭镇园区路1218号2幢4194室,未提供,18930094981,NA,Shanghai,Shunqi
上海歌度装潢设计有限公司,N/A,上海 嘉定区南翔镇银裕路133号1幢162室,未提供,15900585006,NA,Shanghai,Shunqi
上海君威建筑设计工程有限公司,N/A,上海 上海市嘉定区菊园新区平城路811号2063室,未提供,15900937057,NA,Shanghai,Shunqi
上海鹏璞建筑设计有限公司,N/A,上海 嘉定区江桥镇华江路129弄6号楼3156室,021-39557512,未提供,NA,Shanghai,Shunqi
上海迪宙建筑装潢有限公司,N/A,上海 上海市嘉定区新成路500号J88室,未提供,13361997703,NA,Shanghai,Shunqi
上海尚耀建筑装潢工程有限公司,N/A,上海 上海市嘉定工业区叶城路912号J1536室,未提供,15317536377,NA,Shanghai,Shunqi
上海茂扬装潢有限公司,N/A,上海 嘉定区马陆镇嘉戬支路1号1幢304室,未提供,13816157755,NA,Shanghai,Shunqi
上海杰星建筑装潢工程有限公司,N/A,上海 上海市嘉定工业区叶城路925号A区V440,021-56386602,未提供,NA,Shanghai,Shunqi
上海品含装饰装潢工程有限公司,N/A,上海 上海市嘉定区安亭镇墨玉路185号1层J195室,021-59555062,未提供,NA,Shanghai,Shunqi
上海中尘建筑设计工程有限公司,N/A,上海 上海市嘉定区南翔镇美裕路600号3幢J828室,未提供,13761592734,NA,Shanghai,Shunqi
上海绿晔建筑装饰设计工程有限公司,N/A,上海 上海市嘉定区菊园新区平城路811号5171室,未提供,13585869942,NA,Shanghai,Shunqi
上海予岳建筑装潢工程有限公司,N/A,上海 上海市嘉定区安亭镇杭桂路1112号8层J97室,未提供,13501946311,NA,Shanghai,Shunqi
上海王刚装饰设计工程有限公司,N/A,上海 上海市嘉定区南翔镇蕰北公路1755弄5号4层4252室,021-58374549,未提供,NA,Shanghai,Shunqi
上海诗云图文设计制作工作室,N/A,上海 嘉定区华亭镇浏翔公路6899号1号楼193室,未提供,13764299584,NA,Shanghai,Shunqi
上海羽冠装饰设计工程有限公司,N/A,上海 上海市嘉定区菊园新区昌徐路88号2幢3385室,未提供,15000609120,NA,Shanghai,Shunqi
上海善仕建筑装饰设计有限公司,N/A,上海 嘉定区南翔镇蕰北公路1755弄20号227室,未提供,13127668618,NA,Shanghai,Shunqi
上海韦督展示设计制作有限公司,N/A,上海 嘉定区南翔镇蕰北公路1755弄3号315室,未提供,18616618376,NA,Shanghai,Shunqi
上海酉富建筑装潢工程有限公司,N/A,上海 上海市嘉定区江桥镇华江公路129弄7号J743室,未提供,18916581125,NA,Shanghai,Shunqi
上海品聚装饰设计有限公司,N/A,上海 上海市嘉定区菊园新区菊城路28号2幢2048室,021-56451881,未提供,NA,Shanghai,Shunqi
上海携艺展示设计制作有限公司,N/A,上海 嘉定区南翔镇翔乐路220弄3幢1号,021-66309325,未提供,NA,Shanghai,Shunqi
上海良鸣建筑装饰设计工程有限公司,N/A,上海 上海市嘉定区南翔镇德力西路88号1幢A区252室,未提供,13564325947,NA,Shanghai,Shunqi
上海正人装潢材料有限公司,N/A,上海 嘉定区安亭镇米泉路111号3－0763室,未提供,13611612759,NA,Shanghai,Shunqi
上海海琵装潢工程有限公司,N/A,上海 嘉定区嘉定工业区人民街81号6号楼110室,未提供,13003215475,NA,Shanghai,Shunqi
上海纪扬建筑装饰设计工程有限公司,N/A,上海 上海市嘉定区新成路500号J44室,未提供,13636481622,NA,Shanghai,Shunqi
上海顺助建筑装潢有限公司,N/A,上海 嘉定区南翔镇惠裕路555号1幢225室,021-69890638,未提供,NA,Shanghai,Shunqi
上海皖桂房屋装潢经营部,N/A,上海 上海市嘉定工业区叶城路912号J1858室,021-59162465,未提供,NA,Shanghai,Shunqi
上海妙简装饰设计工程有限公司,N/A,上海 上海市嘉定区新成路500号J511室,未提供,13671508258,NA,Shanghai,Shunqi
上海实挺装饰设计工程有限公司,N/A,上海 上海市嘉定区菊园新区环城路2222号1幢J1086室,未提供,13816489418,NA,Shanghai,Shunqi
上海聚卉生态景观设计有限公司,N/A,上海 上海市嘉定区江桥镇华江路129弄7号J148室,未提供,15221226538,NA,Shanghai,Shunqi
上海巢源装饰设计工程有限公司,N/A,上海 嘉定区南翔镇胜辛南路185号2幢3159室,未提供,15021213008,NA,Shanghai,Shunqi
上海浅城建筑装饰设计有限公司,N/A,上海 上海市嘉定区南翔镇银翔路515号2361室,未提供,13856081324,NA,Shanghai,Shunqi
上海唯格装饰设计制作有限公司,N/A,上海 上海市嘉定工业区招贤路1181号5幢3层307室,02153821301,未提供,NA,Shanghai,Shunqi
上海春彪建筑装潢工程有限公司,N/A,上海 嘉定区华亭镇浏翔公路6899号7号楼098室,未提供,13816717322,NA,Shanghai,Shunqi
上海丁林建筑装潢设计有限公司,N/A,上海 嘉定区江桥镇华江路129弄8号楼1层1139室,021-59180512,未提供,NA,Shanghai,Shunqi
上海沪腾装潢设计有限公司,N/A,上海 上海市嘉定工业区叶城路912号J939室,未提供,13816786169,NA,Shanghai,Shunqi
上海中关建筑装饰设计有限公司,N/A,上海 上海市嘉定区江桥镇沙河路337号1-203室-135,未提供,13166231705,NA,Shanghai,Shunqi
上海艮离室内设计事务所,N/A,上海 上海市嘉定区嘉定镇沪宜公路3818号2幢1174室,未提供,13361863359,NA,Shanghai,Shunqi
上海万巢建筑装潢设计工程有限公司,N/A,上海 上海市嘉定工业区叶城路925号A区u741,未提供,13764660887,NA,Shanghai,Shunqi
上海余饶建筑装潢有限公司,N/A,上海 上海市嘉定区菊园新区平城路811号12101室,未提供,13601607404,NA,Shanghai,Shunqi
上海伟乐建筑装饰设计有限公司,N/A,上海 嘉定区南翔镇嘉美路1988号5幢2089室,未提供,13918827319,NA,Shanghai,Shunqi
上海珑宬装饰设计工程有限公司,N/A,上海 上海市嘉定工业区叶城路1630号8幢2117室,021-69112766,未提供,NA,Shanghai,Shunqi
麓岩景观设计（上海）有限公司,N/A,上海 上海市嘉定工业区叶城路925号B区4幢J1291室,021-60292833,未提供,NA,Shanghai,Shunqi
上海品裕建筑设计工程有限公司,N/A,上海 上海市嘉定区南翔镇嘉好路1690号5幢4160室,未提供,13917691296,NA,Shanghai,Shunqi
致象软装设计（上海）有限公司,N/A,上海 上海市嘉定区南翔镇美裕路600号3幢J627室,021-37628979,未提供,NA,Shanghai,Shunqi
